fid,feature_id,rdf_seeals,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,solar_Ener,pand_id_16,identificatie,EnergyEst
194,1241546,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276118,1.53E+14,1956,Pand in gebruik,woonfunctie,109,109,1,151.716,1.53E+14,NL.IMBAG.Pand.0153100000276118,151.716
195,1241650,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272351,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,34,34,1,104.397,1.53E+14,NL.IMBAG.Pand.0153100000272351,104.397
196,1229101,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000258855,1.53E+14,1956,Pand in gebruik,,,,0,36.54,1.53E+14,NL.IMBAG.Pand.0153100000258855,36.54
197,1242684,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272422,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,114.043,1.53E+14,NL.IMBAG.Pand.0153100000272422,114.043
198,1242743,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271437,1.53E+14,1956,Pand in gebruik,woonfunctie,50,55,4,465.162,1.53E+14,NL.IMBAG.Pand.0153100000271437,465.162
199,1243430,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000264402,1.53E+14,1956,Pand in gebruik,woonfunctie,109,109,1,156.743,1.53E+14,NL.IMBAG.Pand.0153100000264402,156.743
200,1243525,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276731,1.53E+14,1956,Pand in gebruik,,,,0,45.842,1.53E+14,NL.IMBAG.Pand.0153100000276731,45.842
201,1244178,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272971,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,402.508,1.53E+14,NL.IMBAG.Pand.0153100000272971,402.508
202,1228093,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000257860,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,34,34,1,105.88,1.53E+14,NL.IMBAG.Pand.0153100000257860,105.88
203,1192097,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000216781,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,34,34,1,98.316,1.53E+14,NL.IMBAG.Pand.0153100000216781,98.316
204,1197039,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222872,1.53E+14,1956,Pand in gebruik,,,,0,40.27,1.53E+14,NL.IMBAG.Pand.0153100000222872,40.27
205,1201061,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229253,1.53E+14,1956,Pand in gebruik,,,,0,41.547,1.53E+14,NL.IMBAG.Pand.0153100000229253,41.547
206,1204981,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000231931,1.53E+14,1956,Pand in gebruik,,,,0,33.848,1.53E+14,NL.IMBAG.Pand.0153100000231931,33.848
207,1245231,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000278699,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,17,17,1,52.979,1.53E+14,NL.IMBAG.Pand.0153100000278699,52.979
208,1246637,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000264581,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,17,17,1,47.079,1.53E+14,NL.IMBAG.Pand.0153100000264581,47.079
209,1250753,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277924,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,17,17,1,50.524,1.53E+14,NL.IMBAG.Pand.0153100000277924,50.524
210,1251380,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286634,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,34,34,1,110.124,1.53E+14,NL.IMBAG.Pand.0153100000286634,110.124
211,1252617,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000282951,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,130.882,1.53E+14,NL.IMBAG.Pand.0153100000282951,130.882
212,1252675,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276539,1.53E+14,1956,Pand in gebruik,,,,0,34.505,1.53E+14,NL.IMBAG.Pand.0153100000276539,34.505
213,1221209,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252154,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,425.362,1.53E+14,NL.IMBAG.Pand.0153100000252154,425.362
214,1199257,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229103,1.53E+14,1955,Pand in gebruik,woonfunctie,117,117,1,176.551,1.53E+14,NL.IMBAG.Pand.0153100000229103,176.551
215,1220509,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244943,1.53E+14,1955,Pand in gebruik,,,,0,32.818,1.53E+14,NL.IMBAG.Pand.0153100000244943,32.818
216,1194874,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223607,1.53E+14,1955,Pand in gebruik,woonfunctie,121,121,1,196.463,1.53E+14,NL.IMBAG.Pand.0153100000223607,196.463
217,1236218,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266856,1.53E+14,1955,Pand in gebruik,,,,0,28.166,1.53E+14,NL.IMBAG.Pand.0153100000266856,28.166
218,1210750,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241133,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,420.354,1.53E+14,NL.IMBAG.Pand.0153100000241133,420.354
219,1208243,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000235245,1.53E+14,1955,Pand in gebruik,,,,0,65.144,1.53E+14,NL.IMBAG.Pand.0153100000235245,65.144
220,1194439,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223584,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,122.295,1.53E+14,NL.IMBAG.Pand.0153100000223584,122.295
221,1235930,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267784,1.53E+14,1955,Pand in gebruik,woonfunctie,117,117,1,299.778,1.53E+14,NL.IMBAG.Pand.0153100000267784,299.778
222,1205174,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230989,1.53E+14,1955,Pand in gebruik,woonfunctie,87,87,1,151.286,1.53E+14,NL.IMBAG.Pand.0153100000230989,151.286
223,1203605,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226065,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,123.808,1.53E+14,NL.IMBAG.Pand.0153100000226065,123.808
224,1193223,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217373,1.53E+14,1956,Pand in gebruik,,,,0,62.25,1.53E+14,NL.IMBAG.Pand.0153100000217373,62.25
225,1228914,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252489,1.53E+14,1953,Pand in gebruik,overige gebruiksfunctie,13,13,1,63.549,1.53E+14,NL.IMBAG.Pand.0153100000252489,63.549
226,1179093,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204118,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,104.734,1.53E+14,NL.IMBAG.Pand.0153100000204118,104.734
227,1195990,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000220779,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,448.327,1.53E+14,NL.IMBAG.Pand.0153100000220779,448.327
228,1181109,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207144,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,110.413,1.53E+14,NL.IMBAG.Pand.0153100000207144,110.413
229,1197138,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224587,1.53E+14,1955,Pand in gebruik,,,,0,31.603,1.53E+14,NL.IMBAG.Pand.0153100000224587,31.603
230,1211038,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000239754,1.53E+14,1956,Pand in gebruik,,,,0,29.988,1.53E+14,NL.IMBAG.Pand.0153100000239754,29.988
231,1180986,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204259,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,429.399,1.53E+14,NL.IMBAG.Pand.0153100000204259,429.399
232,1224241,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000257598,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,438.974,1.53E+14,NL.IMBAG.Pand.0153100000257598,438.974
233,1221457,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000254086,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,445.926,1.53E+14,NL.IMBAG.Pand.0153100000254086,445.926
234,1180394,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204222,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,447.814,1.53E+14,NL.IMBAG.Pand.0153100000204222,447.814
235,1177989,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203422,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,449.224,1.53E+14,NL.IMBAG.Pand.0153100000203422,449.224
236,1196068,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000213516,1.53E+14,1955,Pand in gebruik,industriefunctie,36,36,1,106.292,1.53E+14,NL.IMBAG.Pand.0153100000213516,106.292
237,1238201,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269848,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,110.091,1.53E+14,NL.IMBAG.Pand.0153100000269848,110.091
238,1242522,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000275644,1.53E+14,1960,Pand in gebruik,,,,0,58.957,1.53E+14,NL.IMBAG.Pand.0153100000275644,58.957
239,1242624,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271851,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,455.397,1.53E+14,NL.IMBAG.Pand.0153100000271851,455.397
240,1244171,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000275709,1.53E+14,1955,Pand in gebruik,,,,0,40.063,1.53E+14,NL.IMBAG.Pand.0153100000275709,40.063
241,1244429,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277313,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,110.851,1.53E+14,NL.IMBAG.Pand.0153100000277313,110.851
